date,Response
2020-03-10 21:51:00,"Sentiment score: -70
Relatedness: 90"
2020-03-10 21:56:00,"Sentiment score: 20
Relatedness: 10"
2020-03-10 22:10:00,"Sentiment score: 50
Relatedness: 70"
2020-03-10 22:29:00,"Sentiment score: -10
Relatedness: 30"
2020-03-10 23:12:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 00:23:00,"Sentiment score: 65
Relatedness: 75"
2020-03-11 00:56:00,"Sentiment score: -70
Relatedness: 60"
2020-03-11 01:28:00,"Sentiment score: 10
Relatedness: 70"
2020-03-11 01:51:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 02:46:00,"Sentiment score: 0
Relatedness: 20"
2020-03-11 02:48:00,"Sentiment score: 20
Relatedness: 60"
2020-03-11 03:10:00,"Sentiment score: -30
Relatedness: 70"
2020-03-11 07:30:00,"Sentiment score: 0
Relatedness: 30"
2020-03-11 07:42:00,"Sentiment score: -10
Relatedness: 70"
2020-03-11 07:51:00,"Sentiment score: -60
Relatedness: 30"
2020-03-11 08:34:00,"Sentiment score: -60
Relatedness: 80"
2020-03-11 08:36:00,"Sentiment score: 50
Relatedness: 60"
2020-03-11 08:59:00,"Sentiment score: -60
Relatedness: 75"
2020-03-11 09:38:00,"Sentiment score: -70
Relatedness: 30"
2020-03-11 09:39:00,"Sentiment score: 0
Relatedness: 20"
2020-03-11 09:40:00,"Sentiment score: 10
Relatedness: 30"
2020-03-11 09:42:00,"Sentiment score: -80
Relatedness: 20"
2020-03-11 09:53:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 09:54:00,"Sentiment score: -90
Relatedness: 50"
2020-03-11 10:04:00,"Sentiment score: -10
Relatedness: 50"
2020-03-11 10:16:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 10:18:00,"Sentiment score: -50
Relatedness: 30"
2020-03-11 10:20:00,"Sentiment score: 50
Relatedness: 10"
2020-03-11 10:23:00,"Sentiment score: -50
Relatedness: 20"
2020-03-11 10:26:00,"Sentiment score: -70
Relatedness: 90"
2020-03-11 10:39:00,"Sentiment score: -70
Relatedness: 65"
2020-03-11 10:44:00,"Sentiment score: 0
Relatedness: 20"
2020-03-11 11:13:00,"Sentiment score: 30
Relatedness: 60"
2020-03-11 11:56:00,"Sentiment score: 10
Relatedness: 60"
2020-03-11 12:22:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 12:40:00,"Sentiment score: -70
Relatedness: 40"
2020-03-11 12:41:00,"Sentiment score: -50
Relatedness: 60"
2020-03-11 12:47:00,"Sentiment score: 30
Relatedness: 60"
2020-03-11 12:48:00,"Sentiment score: 40
Relatedness: 60"
2020-03-11 12:52:00,"Sentiment score: 0
Relatedness: 50"
2020-03-11 12:53:00,"Sentiment score: 0
Relatedness: 0"
2020-03-11 13:04:00,"Sentiment score: -70
Relatedness: 60"
2020-03-11 13:17:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 13:35:00,"Sentiment score: -80
Relatedness: 50"
2020-03-11 13:42:00,"Sentiment score: 10
Relatedness: 70"
2020-03-11 13:51:00,"Sentiment score: 60
Relatedness: 80"
2020-03-11 13:54:00,"Sentiment score: -80
Relatedness: 20"
2020-03-11 14:05:00,"Sentiment score: 5
Relatedness: 30"
2020-03-11 14:11:00,"Sentiment score: -60
Relatedness: 20"
2020-03-11 14:38:00,"Sentiment score: -50
Relatedness: 60"
2020-03-11 14:40:00,"Sentiment score: -70
Relatedness: 30"
2020-03-11 14:41:00,"Sentiment score: 50
Relatedness: 70"
2020-03-11 14:53:00,"Sentiment score: 10
Relatedness: 20"
2020-03-11 15:26:00,"Sentiment score: -60
Relatedness: 90"
2020-03-11 16:11:00,"Sentiment score: 25
Relatedness: 10"
2020-03-11 18:42:00,"Sentiment score: -30
Relatedness: 50"
2020-03-11 18:56:00,"Sentiment score: 0
Relatedness: 20"
2020-03-11 19:44:00,"Sentiment score: -80
Relatedness: 60"
2020-03-11 19:54:00,"Sentiment score: 50
Relatedness: 70"
2020-03-11 20:27:00,"Sentiment score: 70
Relatedness: 80"
2020-03-11 20:30:00,"Sentiment score: -70
Relatedness: 50"
2020-03-11 20:48:00,"Sentiment score: 10
Relatedness: 50"
2020-03-11 21:05:00,"Sentiment score: 65
Relatedness: 75"
2020-03-11 21:20:00,"Sentiment score: -20
Relatedness: 60"
2020-03-11 21:24:00,"Sentiment score: 60
Relatedness: 20"
2020-03-11 22:36:00,"Sentiment score: -70
Relatedness: 60"
2020-03-12 00:28:00,"Sentiment score: -80
Relatedness: 60"
2020-03-12 01:37:00,"Sentiment score: 10
Relatedness: 30"
2020-03-12 02:01:00,"Sentiment score: 30
Relatedness: 70"
2020-03-12 04:35:00,"Sentiment score: -50
Relatedness: 20"
2020-03-12 04:56:00,"Sentiment score: -70
Relatedness: 80"
2020-03-12 07:22:00,"Sentiment score: 0
Relatedness: 60"
2020-03-12 09:10:00,"Sentiment score: -80
Relatedness: 60"
2020-03-12 09:15:00,"Sentiment score: -70
Relatedness: 30"
2020-03-12 09:28:00,"Sentiment score: 30
Relatedness: 10"
2020-03-12 09:43:00,"Sentiment score: -30
Relatedness: 70"
2020-03-12 09:44:00,"Sentiment score: -70
Relatedness: 30"
2020-03-12 09:46:00,"Sentiment score: -80
Relatedness: 70"
2020-03-12 09:46:00,"Sentiment score: -50
Relatedness: 10"
2020-03-12 09:47:00,"Sentiment score: -80
Relatedness: 60"
2020-03-12 09:59:00,"Sentiment score: -10
Relatedness: 40"
2020-03-12 10:06:00,"Sentiment score: 70
Relatedness: 90"
2020-03-12 10:08:00,"Sentiment score: 70
Relatedness: 80"
2020-03-12 10:14:00,"Sentiment score: -70
Relatedness: 30"
2020-03-12 10:28:00,"Sentiment score: 10
Relatedness: 50"
2020-03-12 10:49:00,"Sentiment score: -70
Relatedness: 60"
2020-03-12 11:14:00,"Sentiment score: 0
Relatedness: 0"
2020-03-12 11:33:00,"Sentiment score: -70
Relatedness: 60"
2020-03-12 11:33:00,"Sentiment score: -70
Relatedness: 60"
2020-03-12 11:36:00,"Sentiment score: -70
Relatedness: 30"
2020-03-12 11:43:00,"Sentiment score: 80
Relatedness: 95"
2020-03-12 11:57:00,"Sentiment score: -70
Relatedness: 40"
2020-03-12 12:02:00,"Sentiment score: -80
Relatedness: 90"
2020-03-12 12:07:00,"Sentiment score: 0
Relatedness: 20"
2020-03-12 12:15:00,"Sentiment score: 70
Relatedness: 90"
2020-03-12 12:21:00,"Sentiment score: -80
Relatedness: 75"
2020-03-12 12:28:00,"Sentiment score: 0
Relatedness: 20"
2020-03-12 13:23:00,"Sentiment score: 70
Relatedness: 60"
2020-03-12 13:24:00,"Sentiment score: -80
Relatedness: 60"
2020-03-12 13:38:00,"Sentiment score: 30
Relatedness: 40"
2020-03-12 13:39:00,"Sentiment score: 70
Relatedness: 80"
2020-03-12 13:43:00,"Sentiment score: -70
Relatedness: 60"
2020-03-12 14:12:00,"Sentiment score: -80
Relatedness: 90"
2020-03-12 14:16:00,"Sentiment score: -10
Relatedness: 60"
2020-03-12 14:25:00,"Sentiment score: -70
Relatedness: 80"
2020-03-12 14:33:00,"Sentiment score: -90
Relatedness: 80"
2020-03-12 15:03:00,"Sentiment score: 75
Relatedness: 90"
2020-03-12 15:31:00,"Sentiment score: -80
Relatedness: 90"
2020-03-12 15:39:00,"Sentiment score: 0
Relatedness: 10"
2020-03-12 15:40:00,"Sentiment score: -70
Relatedness: 80"
2020-03-12 15:43:00,"Sentiment score: 70
Relatedness: 50"
2020-03-12 15:47:00,"Sentiment score: -80
Relatedness: 90"
2020-03-12 15:53:00,"Sentiment score: 20
Relatedness: 60"
2020-03-12 15:54:00,"Sentiment score: 10
Relatedness: 30"
2020-03-12 16:18:00,"Sentiment score: -70
Relatedness: 80"
2020-03-12 16:44:00,"Sentiment score: 60
Relatedness: 70"
2020-03-12 17:12:00,"Sentiment score: -10
Relatedness: 20"
2020-03-12 19:55:00,"Sentiment score: -70
Relatedness: 50"
2020-03-12 21:24:00,"Sentiment score: 70
Relatedness: 80"
2020-03-12 22:05:00,"Sentiment score: -80
Relatedness: 70"
2020-03-12 22:07:00,"Sentiment score: 70
Relatedness: 85"
2020-03-12 22:47:00,"Sentiment score: -80
Relatedness: 60"
2020-03-13 04:36:00,"Sentiment score: 80
Relatedness: 60"
2020-03-13 08:26:00,"Sentiment score: 50
Relatedness: 70"
2020-03-13 09:09:00,"Sentiment score: 0
Relatedness: 30"
2020-03-13 09:16:00,"Sentiment score: 60
Relatedness: 20"
2020-03-13 09:24:00,"Sentiment score: -60
Relatedness: 20"
2020-03-13 10:18:00,"Sentiment score: 0
Relatedness: 30"
2020-03-13 11:21:00,"Sentiment score: -50
Relatedness: 20"
2020-03-13 11:36:00,"Sentiment score: -80
Relatedness: 60"
2020-03-13 12:38:00,"Sentiment score: 50
Relatedness: 20"
2020-03-13 12:55:00,"Sentiment score: 60
Relatedness: 40"
2020-03-13 12:58:00,"Sentiment score: -60
Relatedness: 20"
2020-03-13 13:22:00,"Sentiment score: -60
Relatedness: 30"
2020-03-13 14:15:00,"Sentiment score: -70
Relatedness: 40"
2020-03-13 14:26:00,"Sentiment score: 15
Relatedness: 70"
2020-03-13 14:26:00,"Sentiment score: 50
Relatedness: 80"
2020-03-13 14:26:00,"Sentiment score: -70
Relatedness: 40"
2020-03-13 14:31:00,"Sentiment score: 50
Relatedness: 80"
2020-03-13 14:57:00,"Sentiment score: -50
Relatedness: 70"
2020-03-13 15:18:00,"Sentiment score: 0
Relatedness: 80"
2020-03-13 15:26:00,"Sentiment score: 60
Relatedness: 70"
2020-03-13 15:56:00,"Sentiment score: 70
Relatedness: 85"
2020-03-13 16:04:00,"Sentiment score: -50
Relatedness: 30"
2020-03-13 16:26:00,"Sentiment score: 60
Relatedness: 80"
2020-03-13 16:31:00,"Sentiment score: -80
Relatedness: 50"
2020-03-13 16:36:00,"Sentiment score: 0
Relatedness: 20"
2020-03-13 17:18:00,"Sentiment score: -50
Relatedness: 20"
2020-03-13 17:23:00,"Sentiment score: 50
Relatedness: 30"
2020-03-13 17:26:00,"Sentiment score: 0
Relatedness: 10"
2020-03-13 17:27:00,"Sentiment score: -70
Relatedness: 20"
2020-03-13 17:29:00,"Sentiment score: -50
Relatedness: 70"
2020-03-13 17:36:00,"Sentiment score: -80
Relatedness: 70"
2020-03-13 20:13:00,"Sentiment score: 0
Relatedness: 20"
2020-03-13 20:21:00,"Sentiment score: -30
Relatedness: 60"
2020-03-13 22:30:00,"Sentiment score: -70
Relatedness: 85"
2020-03-13 22:42:00,"Sentiment score: 70
Relatedness: 80"
2020-03-13 22:55:00,"Sentiment score: 50
Relatedness: 85"
2020-03-13 23:50:00,"Sentiment score: -70
Relatedness: 80"
2020-03-14 08:40:00,"Sentiment score: 20
Relatedness: 40"
2020-03-14 10:38:00,"Sentiment score: 20
Relatedness: 70"
2020-03-14 11:16:00,"Sentiment score: 20
Relatedness: 60"
2020-03-14 11:52:00,"Sentiment score: 0
Relatedness: 20"
2020-03-14 13:19:00,"Sentiment score: 5
Relatedness: 60"
2020-03-14 14:03:00,"Sentiment score: 0
Relatedness: 70"
2020-03-14 14:21:00,"Sentiment score: 0
Relatedness: 20"
2020-03-14 16:29:00,"Sentiment score: -70
Relatedness: 40"
2020-03-14 18:18:00,"Sentiment score: 0
Relatedness: 20"
2020-03-14 23:13:00,"Sentiment score: 0
Relatedness: 50"
2020-03-15 09:50:00,"Sentiment score: -10
Relatedness: 30"
2020-03-15 10:20:00,"Sentiment score: 80
Relatedness: 75"
2020-03-15 11:35:00,"Sentiment score: 0
Relatedness: 30"
2020-03-15 19:13:00,"Sentiment score: -75
Relatedness: 90"
2020-03-15 22:32:00,"Sentiment score: 60
Relatedness: 80"
2020-03-16 01:17:00,"Sentiment score: -80
Relatedness: 10"
2020-03-16 07:18:00,"Sentiment score: 0
Relatedness: 20"
2020-03-16 07:34:00,"Sentiment score: -80
Relatedness: 60"
2020-03-16 08:10:00,"Sentiment score: 70
Relatedness: 90"
2020-03-16 08:46:00,"Sentiment score: -80
Relatedness: 90"
2020-03-16 08:54:00,"Sentiment score: -80
Relatedness: 90"
2020-03-16 08:56:00,"Sentiment score: -75
Relatedness: 30"
2020-03-16 10:38:00,"Sentiment score: 70
Relatedness: 90"
2020-03-16 10:44:00,"Sentiment score: 50
Relatedness: 65"
2020-03-16 10:54:00,"Sentiment score: -80
Relatedness: 90"
2020-03-16 11:32:00,"Sentiment score: -70
Relatedness: 60"
2020-03-16 11:54:00,"Sentiment score: 30
Relatedness: 70"
2020-03-16 14:56:00,"Sentiment score: -50
Relatedness: 30"
2020-03-16 16:01:00,"Sentiment score: -70
Relatedness: 80"
2020-03-16 18:02:00,"Sentiment score: 50
Relatedness: 70"
2020-03-16 20:15:00,"Sentiment score: 60
Relatedness: 80"
2020-03-16 21:14:00,"Sentiment score: 80
Relatedness: 60"
2020-03-16 21:28:00,"Sentiment score: -70
Relatedness: 80"
2020-03-16 22:28:00,"Sentiment score: -30
Relatedness: 60"
2020-03-16 23:19:00,"Sentiment score: -80
Relatedness: 50"
2020-03-16 23:52:00,"Sentiment score: -80
Relatedness: 90"
2020-03-17 02:13:00,"Sentiment score: 50
Relatedness: 80"
2020-03-17 08:02:00,"Sentiment score: -70
Relatedness: 90"
2020-03-17 08:15:00,"Sentiment score: -70
Relatedness: 90"
2020-03-17 08:17:00,"Sentiment score: 75
Relatedness: 90"
2020-03-17 08:51:00,"Sentiment score: 70
Relatedness: 40"
2020-03-17 10:02:00,"Sentiment score: 70
Relatedness: 80"
2020-03-17 10:14:00,"Sentiment score: 0
Relatedness: 50"
2020-03-17 10:29:00,"Sentiment score: 0
Relatedness: 50"
2020-03-17 10:50:00,"Sentiment score: -80
Relatedness: 30"
2020-03-17 10:51:00,"Sentiment score: 15
Relatedness: 75"
2020-03-17 11:11:00,"Sentiment score: -70
Relatedness: 40"
2020-03-17 11:23:00,"Sentiment score: -20
Relatedness: 50"
2020-03-17 11:43:00,"Sentiment score: -80
Relatedness: 90"
2020-03-17 12:56:00,"Sentiment score: -30
Relatedness: 50"
2020-03-17 13:21:00,"Sentiment score: -80
Relatedness: 90"
2020-03-17 13:28:00,"Sentiment score: 70
Relatedness: 80"
2020-03-17 13:36:00,"Sentiment score: -60
Relatedness: 80"
2020-03-17 18:41:00,"Sentiment score: -70
Relatedness: 80"
2020-03-17 19:54:00,"Sentiment score: -70
Relatedness: 20"
2020-03-17 19:59:00,"Sentiment score: 0
Relatedness: 30"
2020-03-17 20:44:00,"Sentiment score: -80
Relatedness: 20"
2020-03-17 21:03:00,"Sentiment score: -70
Relatedness: 85"
2020-03-18 06:15:00,"Sentiment score: -70
Relatedness: 30"
2020-03-18 07:08:00,"Sentiment score: 0
Relatedness: 25"
2020-03-18 07:28:00,"Sentiment score: 0
Relatedness: 50"
2020-03-18 07:58:00,"Sentiment score: -70
Relatedness: 60"
2020-03-18 08:38:00,"Sentiment score: -10
Relatedness: 20"
2020-03-18 09:50:00,"Sentiment score: -70
Relatedness: 60"
2020-03-18 10:46:00,"Sentiment score: 80
Relatedness: 60"
2020-03-18 10:57:00,"Sentiment score: 0
Relatedness: 75"
2020-03-18 12:12:00,"Sentiment score: -80
Relatedness: 75"
2020-03-18 12:28:00,"Sentiment score: 0
Relatedness: 60"
2020-03-18 12:37:00,"Sentiment score: 0
Relatedness: 50"
2020-03-18 13:30:00,"Sentiment score: -80
Relatedness: 70"
2020-03-18 14:03:00,"Sentiment score: -50
Relatedness: 20"
2020-03-18 14:28:00,"Sentiment score: -80
Relatedness: 90"
2020-03-18 16:41:00,"Sentiment score: 0
Relatedness: 25"
2020-03-18 17:31:00,"Sentiment score: -80
Relatedness: 50"
2020-03-18 17:33:00,"Sentiment score: -20
Relatedness: 80"
2020-03-18 17:38:00,"Sentiment score: 0
Relatedness: 20"
2020-03-18 18:16:00,"Sentiment score: 10
Relatedness: 20"
2020-03-18 18:54:00,"Sentiment score: -70
Relatedness: 50"
2020-03-18 19:45:00,"Sentiment score: 20
Relatedness: 60"
2020-03-18 21:14:00,"Sentiment score: 0
Relatedness: 10"
2020-03-18 21:18:00,"Sentiment score: 0
Relatedness: 80"
2020-03-18 21:20:00,"Sentiment score: 20
Relatedness: 80"
2020-03-18 21:52:00,"Sentiment score: 60
Relatedness: 30"
2020-03-18 21:52:00,"Sentiment score: 20
Relatedness: 10"
2020-03-18 22:25:00,"Sentiment score: 0
Relatedness: 50"
2020-03-18 23:00:00,"Sentiment score: 75
Relatedness: 90"
2020-03-18 23:00:00,"Sentiment score: 60
Relatedness: 80"
2020-03-18 23:22:00,"Sentiment score: -60
Relatedness: 80"
2020-03-18 23:34:00,"Sentiment score: -60
Relatedness: 20"
2020-03-19 00:01:00,"Sentiment score: 50
Relatedness: 10"
2020-03-19 00:13:00,"Sentiment score: -70
Relatedness: 80"
2020-03-19 00:16:00,"Sentiment score: -50
Relatedness: 70"
2020-03-19 00:38:00,"Sentiment score: 60
Relatedness: 80"
2020-03-19 00:56:00,"Sentiment score: -70
Relatedness: 30"
2020-03-19 02:16:00,"Sentiment score: 30
Relatedness: 60"
2020-03-19 03:55:00,"Sentiment score: -70
Relatedness: 60"
2020-03-19 04:52:00,"Sentiment score: -70
Relatedness: 30"
2020-03-19 04:56:00,"Sentiment score: 80
Relatedness: 30"
2020-03-19 07:04:00,"Sentiment score: 0
Relatedness: 20"
2020-03-19 07:26:00,"Sentiment score: 20
Relatedness: 60"
2020-03-19 08:56:00,"Sentiment score: -70
Relatedness: 60"
2020-03-19 08:57:00,"Sentiment score: 70
Relatedness: 85"
2020-03-19 09:06:00,"Sentiment score: -80
Relatedness: 60"
2020-03-19 09:06:00,"Sentiment score: -80
Relatedness: 90"
2020-03-19 09:55:00,"Sentiment score: -20
Relatedness: 30"
2020-03-19 10:01:00,"Sentiment score: 80
Relatedness: 90"
2020-03-19 10:11:00,"Sentiment score: 70
Relatedness: 50"
2020-03-19 10:18:00,"Sentiment score: -70
Relatedness: 20"
2020-03-19 10:31:00,"Sentiment score: -70
Relatedness: 85"
2020-03-19 10:34:00,"Sentiment score: -60
Relatedness: 80"
2020-03-19 10:49:00,"Sentiment score: 50
Relatedness: 80"
2020-03-19 10:59:00,"Sentiment score: 20
Relatedness: 10"
2020-03-19 11:08:00,"Sentiment score: 20
Relatedness: 50"
2020-03-19 11:13:00,"Sentiment score: -70
Relatedness: 60"
2020-03-19 11:15:00,"Sentiment score: -60
Relatedness: 80"
2020-03-19 11:31:00,"Sentiment score: 20
Relatedness: 50"
2020-03-19 11:54:00,"Sentiment score: -60
Relatedness: 20"
2020-03-19 12:01:00,"Sentiment score: -50
Relatedness: 30"
2020-03-19 12:14:00,"Sentiment score: 20
Relatedness: 60"
2020-03-19 13:20:00,"Sentiment score: 10
Relatedness: 60"
2020-03-19 13:29:00,"Sentiment score: -70
Relatedness: 30"
2020-03-19 13:30:00,"Sentiment score: -50
Relatedness: 70"
2020-03-19 14:14:00,"Sentiment score: -50
Relatedness: 10"
2020-03-19 14:35:00,"Sentiment score: -70
Relatedness: 20"
2020-03-19 14:36:00,"Sentiment score: -60
Relatedness: 75"
2020-03-19 15:06:00,"Sentiment score: 40
Relatedness: 70"
2020-03-19 15:09:00,"Sentiment score: 30
Relatedness: 40"
2020-03-19 15:12:00,"Sentiment score: 0
Relatedness: 80"
2020-03-19 15:15:00,"Sentiment score: 50
Relatedness: 80"
2020-03-19 15:17:00,"Sentiment score: 25
Relatedness: 60"
2020-03-19 15:22:00,"Sentiment score: -70
Relatedness: 60"
2020-03-19 16:40:00,"Sentiment score: -10
Relatedness: 60"
2020-03-19 17:52:00,"Sentiment score: 30
Relatedness: 45"
2020-03-19 18:25:00,"Sentiment score: 0
Relatedness: 20"
2020-03-19 20:34:00,"Sentiment score: -70
Relatedness: 30"
2020-03-19 20:44:00,"Sentiment score: 70
Relatedness: 85"
2020-03-19 21:21:00,"Sentiment score: 20
Relatedness: 70"
2020-03-19 21:31:00,"Sentiment score: 25
Relatedness: 60"
2020-03-19 21:58:00,"Sentiment score: -70
Relatedness: 30"
2020-03-19 22:29:00,"Sentiment score: 0
Relatedness: 50"
2020-03-19 22:37:00,"Sentiment score: -70
Relatedness: 20"
2020-03-20 00:24:00,"Sentiment score: -70
Relatedness: 80"
2020-03-20 00:59:00,"Sentiment score: 50
Relatedness: 60"
2020-03-20 01:25:00,"Sentiment score: -70
Relatedness: 90"
2020-03-20 01:25:00,"Sentiment score: 0
Relatedness: 10"
2020-03-20 01:32:00,"Sentiment score: 70
Relatedness: 95"
2020-03-20 02:18:00,"Sentiment score: 0
Relatedness: 10"
2020-03-20 07:33:00,"Sentiment score: 50
Relatedness: 70"
2020-03-20 09:10:00,"Sentiment score: 0
Relatedness: 20"
2020-03-20 09:48:00,"Sentiment score: 0
Relatedness: 20"
2020-03-20 09:57:00,"Sentiment score: -80
Relatedness: 60"
2020-03-20 09:58:00,"Sentiment score: 50
Relatedness: 70"
2020-03-20 10:02:00,"Sentiment score: 80
Relatedness: 60"
2020-03-20 10:11:00,"Sentiment score: 0
Relatedness: 60"
2020-03-20 10:14:00,"Sentiment score: -50
Relatedness: 30"
2020-03-20 10:26:00,"Sentiment score: -20
Relatedness: 60"
2020-03-20 10:29:00,"Sentiment score: -60
Relatedness: 20"
2020-03-20 10:54:00,"Sentiment score: 20
Relatedness: 60"
2020-03-20 11:45:00,"Sentiment score: -30
Relatedness: 10"
2020-03-20 11:48:00,"Sentiment score: -90
Relatedness: 60"
2020-03-20 11:48:00,"Sentiment score: 10
Relatedness: 80"
2020-03-20 11:54:00,"Sentiment score: 50
Relatedness: 80"
2020-03-20 12:00:00,"Sentiment score: -50
Relatedness: 30"
2020-03-20 12:18:00,"Sentiment score: 50
Relatedness: 60"
2020-03-20 12:19:00,"Sentiment score: 20
Relatedness: 60"
2020-03-20 13:35:00,"Sentiment score: -10
Relatedness: 25"
2020-03-20 13:43:00,"Sentiment score: 10
Relatedness: 30"
2020-03-20 13:57:00,"Sentiment score: 80
Relatedness: 60"
2020-03-20 14:30:00,"Sentiment score: 20
Relatedness: 70"
2020-03-20 14:31:00,"Sentiment score: 80
Relatedness: 90"
2020-03-20 15:09:00,"Sentiment score: 50
Relatedness: 70"
2020-03-20 17:01:00,"Sentiment score: -80
Relatedness: 70"
2020-03-20 17:03:00,"Sentiment score: -70
Relatedness: 30"
2020-03-20 17:42:00,"Sentiment score: -50
Relatedness: 30"
2020-03-20 18:00:00,"Sentiment score: -60
Relatedness: 80"
2020-03-20 18:27:00,"Sentiment score: 10
Relatedness: 60"
2020-03-20 18:35:00,"Sentiment score: 80
Relatedness: 70"
2020-03-20 18:47:00,"Sentiment score: 5
Relatedness: 70"
2020-03-20 19:13:00,"Sentiment score: -80
Relatedness: 20"
2020-03-20 20:14:00,"Sentiment score: -20
Relatedness: 60"
2020-03-20 20:15:00,"Sentiment score: -20
Relatedness: 40"
2020-03-20 20:28:00,"Sentiment score: -70
Relatedness: 80"
2020-03-20 20:34:00,"Sentiment score: -70
Relatedness: 60"
2020-03-20 20:54:00,"Sentiment score: 50
Relatedness: 70"
2020-03-20 21:10:00,"Sentiment score: -10
Relatedness: 70"
2020-03-20 21:14:00,"Sentiment score: -90
Relatedness: 20"
2020-03-20 21:32:00,"Sentiment score: -90
Relatedness: 60"
2020-03-20 21:35:00,"Sentiment score: -80
Relatedness: 90"
2020-03-20 21:37:00,"Sentiment score: 60
Relatedness: 80"
